LocationID,zone,borough,lon,lat
1,Newark Airport,EWR,-74.17400027276294,40.691831206401496
2,Jamaica Bay,Queens,-73.83129854302213,40.616745291659896
3,Allerton/Pelham Gardens,Bronx,-73.84742223236717,40.86447368477547
4,Alphabet City,Manhattan,-73.97696825691767,40.723752141584804
5,Arden Heights,Staten Island,-74.18848410184928,40.55265928694566
6,Arrochar/Fort Wadsworth,Staten Island,-74.0717705589513,40.60032414603462
7,Astoria,Queens,-73.9196943194607,40.761492562163745
8,Astoria Park,Queens,-73.92308615750753,40.778558653750714
9,Auburndale,Queens,-73.78794887777896,40.75103502557235
10,Baisley Park,Queens,-73.79098635986956,40.678953310115254
11,Bath Beach,Brooklyn,-74.00748815801174,40.60427284003077
12,Battery Park,Manhattan,-74.01556351255898,40.70294583498472
13,Battery Park City,Manhattan,-74.01607915192925,40.71203815707448
14,Bay Ridge,Brooklyn,-74.02989237418791,40.62483492360826
15,Bay Terrace/Fort Totten,Queens,-73.78597227877704,40.783333047260946
16,Bayside,Queens,-73.77342181890137,40.762738375442396
17,Bedford,Brooklyn,-73.9499050350751,40.69150749488067
18,Bedford Park,Bronx,-73.89018328872037,40.86768245607543
19,Bellerose,Queens,-73.726655375287,40.73548677976332
20,Belmont,Bronx,-73.88586748106962,40.85777967544156
21,Bensonhurst East,Brooklyn,-73.98353709672226,40.601429439835144
22,Bensonhurst West,Brooklyn,-73.99525857986235,40.61221825780564
23,Bloomfield/Emerson Hill,Staten Island,-74.17088688155258,40.60644770102762
24,Bloomingdale,Manhattan,-73.96547951516966,40.80197049389963
25,Boerum Hill,Brooklyn,-73.98611382213666,40.68563374132065
26,Borough Park,Brooklyn,-73.9886612307829,40.630949655245466
27,Breezy Point/Fort Tilden/Riis Beach,Queens,-73.90690832237583,40.559133279467545
28,Briarwood/Jamaica Hills,Queens,-73.80872901637515,40.711596357945105
29,Brighton Beach,Brooklyn,-73.9612167686685,40.58092197193379
30,Broad Channel,Queens,-73.82192695679406,40.60368744213566
31,Bronx Park,Bronx,-73.87547595053036,40.8577466809159
32,Bronxdale,Bronx,-73.86490099876723,40.86400220602362
33,Brooklyn Heights,Brooklyn,-73.99525011996627,40.69579822121127
34,Brooklyn Navy Yard,Brooklyn,-73.97118869233039,40.70085573851716
35,Brownsville,Brooklyn,-73.91025783136133,40.66400311792597
36,Bushwick North,Brooklyn,-73.91771053131582,40.700522199519206
37,Bushwick South,Brooklyn,-73.92224002165723,40.694994318442134
38,Cambria Heights,Queens,-73.73555427058818,40.6943414672317
39,Canarsie,Brooklyn,-73.8997349566939,40.638037139117074
40,Carroll Gardens,Brooklyn,-73.99595619089148,40.6791990140971
41,Central Harlem,Manhattan,-73.9512920024351,40.80433394979462
42,Central Harlem North,Manhattan,-73.94077166756267,40.818257861119235
43,Central Park,Manhattan,-73.96555356545912,40.78247809974789
44,Charleston/Tottenville,Staten Island,-74.23353354937646,40.5254945817638
45,Chinatown,Manhattan,-73.99815149899052,40.71245931177953
46,City Island,Bronx,-73.78198714613218,40.84908594313967
47,Claremont/Bathgate,Bronx,-73.90031590586491,40.842749176098025
48,Clinton East,Manhattan,-73.98984464313303,40.76225275531937
49,Clinton Hill,Brooklyn,-73.96236353818358,40.68796745714746
50,Clinton West,Manhattan,-73.99513522075517,40.76623772504189
51,Co-Op City,Bronx,-73.82826367307186,40.87397305492027
52,Cobble Hill,Brooklyn,-73.99672403175195,40.68665124165607
53,College Point,Queens,-73.84281349543191,40.780912355791116
54,Columbia Street,Brooklyn,-74.0029112774529,40.68720074733729
55,Coney Island,Brooklyn,-73.98794343407192,40.576960753637756
56,Corona,Queens,-73.85884524944,40.741406774829755
57,Corona,Queens,-73.85358156034266,40.75181936699946
58,Country Club,Bronx,-73.8203931925278,40.84145210068251
59,Crotona Park,Bronx,-73.89498588493973,40.83855028852789
60,Crotona Park East,Bronx,-73.88590003419156,40.83399047727388
61,Crown Heights North,Brooklyn,-73.93928705867958,40.67446941826647
62,Crown Heights South,Brooklyn,-73.94878853931496,40.66654040578563
63,Cypress Hills,Brooklyn,-73.87817261050246,40.68383976195104
64,Douglaston,Queens,-73.73933714992846,40.760615605321455
65,Downtown Brooklyn/MetroTech,Brooklyn,-73.98608600498393,40.69533752946118
66,DUMBO/Vinegar Hill,Brooklyn,-73.98570161582282,40.70225893882249
67,Dyker Heights,Brooklyn,-74.01380148744009,40.61961946783513
68,East Chelsea,Manhattan,-73.99991742024714,40.74842755506574
69,East Concourse/Concourse Village,Bronx,-73.91502929553263,40.831416697085196
70,East Elmhurst,Queens,-73.86839559842018,40.76335220113318
71,East Flatbush/Farragut,Brooklyn,-73.93796627061695,40.64428817438921
72,East Flatbush/Remsen Village,Brooklyn,-73.92225097400495,40.652364804077436
73,East Flushing,Queens,-73.80729418212228,40.754108886892965
74,East Harlem North,Manhattan,-73.93734560812494,40.80116948058651
75,East Harlem South,Manhattan,-73.94575026755162,40.79001075149542
76,East New York,Brooklyn,-73.87682061127197,40.66093519655055
77,East New York/Pennsylvania Avenue,Brooklyn,-73.89536411750329,40.666558939035276
78,East Tremont,Bronx,-73.88552181587428,40.8449604101461
79,East Village,Manhattan,-73.98593745682462,40.72762019590955
80,East Williamsburg,Brooklyn,-73.9367931449188,40.71536988214351
81,Eastchester,Bronx,-73.836643344083,40.88093541148942
82,Elmhurst,Queens,-73.8771183328092,40.739495646778174
83,Elmhurst/Maspeth,Queens,-73.89217338112864,40.738323813825986
84,Eltingville/Annadale/Prince's Bay,Staten Island,-74.18767433468821,40.528686446566205
85,Erasmus,Brooklyn,-73.95162318261015,40.64611634689508
86,Far Rockaway,Queens,-73.75524369679601,40.602432793416696
87,Financial District North,Manhattan,-74.00749598562432,40.706808451665864
88,Financial District South,Manhattan,-74.01151502922315,40.70335790323616
89,Flatbush/Ditmas Park,Brooklyn,-73.9609682490637,40.63790012347378
90,Flatiron,Manhattan,-73.99697141558364,40.74227862901228
91,Flatlands,Brooklyn,-73.93009701219938,40.62627276333641
92,Flushing,Queens,-73.82885869884261,40.76110218983435
93,Flushing Meadows-Corona Park,Queens,-73.84086726234152,40.74067587216073
94,Fordham South,Bronx,-73.89953593442152,40.85815519618405
95,Forest Hills,Queens,-73.84766941187516,40.7214322750213
96,Forest Park/Highland Park,Queens,-73.8715584251815,40.69700061310114
97,Fort Greene,Brooklyn,-73.974882086189,40.69078679421093
98,Fresh Meadows,Queens,-73.77725346665984,40.73446262820092
99,Freshkills Park,Staten Island,-74.18641851305904,40.576773635487115
100,Garment District,Manhattan,-73.9887865991153,40.75351275872571
101,Glen Oaks,Queens,-73.71102598691235,40.7459938183842
102,Glendale,Queens,-73.87573576709775,40.70354561076291
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,-74.04528829364001,40.68986010366018
104,Governor's Island/Ellis Island/Liberty Island,Manhattan,-74.0407707687365,40.69876867362614
105,Governor's Island/Ellis Island/Liberty Island,Manhattan,-74.01907272636834,40.68878423861301
106,Gowanus,Brooklyn,-73.99064727363113,40.673512796860756
107,Gramercy,Manhattan,-73.98405213268916,40.736824057618975
108,Gravesend,Brooklyn,-73.98143115020046,40.58840346529034
109,Great Kills,Staten Island,-74.15088980760534,40.55186299807703
110,Great Kills Park,Staten Island,-74.12834244237264,40.54578031659563
111,Green-Wood Cemetery,Brooklyn,-73.99023450433012,40.65213727041905
112,Greenpoint,Brooklyn,-73.94954030482208,40.72950628420882
113,Greenwich Village North,Manhattan,-73.99430477051168,40.73257907302702
114,Greenwich Village South,Manhattan,-73.99738026020043,40.728340391372306
